transaction_id,wallet_id,transaction_amount,transaction_fee,block_confirmation_time,input_count,output_count,wallet_age_days,total_wallet_transactions,avg_wallet_transaction_value,cross_border_flag,mixing_service_used,darknet_association_score,transaction_velocity_24h,unusual_pattern_score,risk_label
TX272,W63351,0.64207,0.006122,171,9,2,790,2795,6.335318,1,0,0.776,145,0.214,1
TX273,W71267,39.777424,0.007182,393,15,2,3608,8246,4.728357,0,0,0.932,139,0.833,0
TX274,W58354,23.857842,0.003791,337,7,7,396,8566,18.9827,1,1,0.313,139,0.618,1
TX275,W12557,6.544926,0.006829,527,6,19,3147,9069,23.993726,1,0,0.454,191,0.134,0
TX276,W48360,11.779061,0.007158,475,5,6,828,5547,2.731554,0,0,0.088,28,0.784,0
TX277,W92018,46.625265,0.00936,528,19,12,3733,6894,4.107762,0,0,0.295,76,0.175,0
TX278,W12200,42.975289,0.000742,57,1,15,3408,5162,5.48867,1,0,0.546,18,0.7,0
TX279,W78497,35.489543,0.002004,571,7,13,3236,7783,24.073148,0,0,0.18,83,0.241,0
TX280,W56975,24.111779,0.000778,25,18,7,3591,8119,17.412993,1,0,0.537,1,0.468,0
TX281,W31357,26.016661,0.008693,23,8,7,3005,2866,16.960416,0,0,0.313,11,0.783,1
TX282,W87505,48.762252,0.007947,460,12,15,565,6486,12.63062,0,0,0.99,171,0.634,1
TX283,W12869,48.288556,0.005789,326,10,4,2204,2709,13.444519,0,0,0.376,73,0.74,0
TX284,W71135,10.764237,0.000928,437,6,3,792,3289,7.26143,0,0,0.039,35,0.803,1
TX285,W60108,40.555417,0.002806,63,16,1,503,8232,3.872155,1,0,0.473,144,0.035,0
TX286,W48467,9.862936,0.003047,155,19,7,3893,1655,19.509083,0,0,0.334,134,0.481,0
TX287,W33328,10.67766,0.005651,444,18,9,781,798,11.772612,0,1,0.37,100,0.986,0
TX288,W96831,33.804976,0.002655,62,13,1,334,8902,6.407657,1,0,0.371,17,0.795,0
TX289,W13987,20.25065,0.000822,578,7,5,491,5613,15.823199,1,0,0.881,12,0.366,0
TX290,W68871,46.577289,0.007335,297,7,15,1631,25,5.244386,1,0,0.498,59,0.285,0
TX291,W32399,4.451398,0.003061,186,16,4,2376,5061,12.22452,0,0,0.253,139,0.705,0
TX292,W56214,25.576771,0.004579,82,10,10,2049,7453,4.7636,0,0,0.793,78,0.137,1
TX293,W96416,45.926158,0.001364,109,15,2,1384,5115,18.994188,0,0,0.443,175,0.883,0
TX294,W80271,45.205779,0.008045,265,14,7,2675,7384,8.026839,0,0,0.145,178,0.082,1
TX295,W54064,7.827304,0.005699,227,12,19,3409,9649,11.048057,0,0,0.998,100,0.559,0
TX296,W80091,18.332518,0.009026,488,15,6,3625,9266,18.874482,0,0,0.027,66,0.847,1
TX297,W50818,30.956451,0.005005,133,8,15,2235,9428,16.493313,0,1,0.709,187,0.72,0
TX298,W55525,7.970585,0.00942,323,7,12,2317,4698,9.998583,0,0,0.848,137,0.486,0
TX299,W29830,48.401141,0.008929,513,9,11,3503,4485,1.78499,0,0,0.354,22,0.229,0
TX300,W27429,45.737552,0.005807,24,14,3,3611,7437,23.040959,0,0,0.157,131,0.6,1
TX301,W16893,8.348342,0.009346,239,7,17,2171,3367,0.20805,0,0,0.437,125,0.966,0
TX302,W89909,6.058652,0.003299,558,12,7,552,4525,18.367508,0,0,0.482,24,0.095,0
TX303,W57333,4.271339,0.00372,354,14,18,1243,2065,23.635646,1,0,1.0,192,0.032,1
TX304,W13436,45.472274,0.00055,457,11,17,1440,4539,7.67371,0,0,0.019,188,0.42,0
TX305,W84290,9.681997,0.005933,590,19,16,3838,3427,1.895304,0,0,0.656,68,0.591,0
TX306,W86213,20.81483,0.007247,513,6,2,1210,1017,6.24613,0,0,0.804,196,0.358,0
TX307,W15895,22.443119,0.007758,427,3,5,2636,2018,7.842323,0,0,0.618,46,0.718,0
TX308,W29738,29.950953,0.001583,194,6,13,3636,5691,11.288494,0,1,0.63,26,0.523,0
TX309,W40746,3.587695,0.004497,129,9,11,3277,7649,13.135725,0,0,0.875,124,0.347,0
TX310,W59377,11.338704,0.001851,10,2,1,336,2426,18.136003,1,0,0.565,189,0.794,0
TX311,W58404,46.574588,0.006655,462,6,3,3874,4227,22.523871,1,0,0.882,70,0.099,1
TX312,W64045,45.420597,0.001664,558,14,18,390,4497,11.625192,1,0,0.21,48,0.04,0
TX313,W49790,39.064751,0.009051,574,19,4,2352,4219,18.660748,0,0,0.516,60,0.057,0
TX314,W15600,0.971043,0.002383,526,4,9,2962,9112,3.188701,1,0,0.034,87,0.814,1
TX315,W50764,16.351011,0.002985,93,14,11,2897,3835,8.226292,0,0,0.803,86,0.798,0
TX316,W84543,31.398309,0.008524,115,10,17,1703,7360,2.9608,0,1,0.777,199,0.831,0
TX317,W55714,13.760235,0.004639,555,6,11,1536,4170,17.296612,1,0,0.539,157,0.284,0
TX318,W66835,45.479425,0.000338,401,11,3,1998,7547,22.692058,0,0,0.396,30,0.492,0
TX319,W83744,31.694839,0.004996,15,13,19,3847,3544,22.227563,0,0,0.37,143,0.32,0
TX320,W66491,3.596264,0.000937,501,18,11,1798,8303,8.167944,0,0,0.201,91,0.587,0
TX321,W28589,45.45037,0.009855,20,14,14,972,2225,5.863144,0,0,0.428,192,0.845,0
TX322,W53484,47.888375,0.005922,37,11,6,226,3092,6.858517,0,0,0.304,10,0.02,0
TX323,W92989,3.886543,0.00264,493,5,19,1845,2253,7.190492,0,0,0.578,189,0.57,0
TX324,W46212,26.618479,0.005681,192,8,15,2561,1991,2.065321,0,0,0.786,37,0.201,0
TX325,W53525,15.168911,0.000861,575,4,11,3058,5153,3.34227,1,0,0.694,95,0.87,0
TX326,W57202,19.642561,0.008019,462,12,18,29,2128,5.369946,1,0,0.514,92,0.957,0
TX327,W42635,8.983381,0.009261,55,6,4,604,9760,0.214143,0,0,0.949,94,0.828,0
TX328,W73208,28.904027,0.008757,275,8,19,965,2174,1.190278,0,0,0.197,58,0.034,0
TX329,W43828,47.89901,0.003483,468,4,3,981,4604,17.466771,1,0,0.64,146,0.303,0
TX330,W28711,25.154127,0.003325,47,10,12,2663,2423,15.486901,0,0,0.088,8,0.23,0
TX331,W13420,4.146646,0.000447,543,11,4,3055,7133,23.636102,0,0,0.673,95,0.826,0
TX332,W10301,31.000447,0.006549,572,15,12,3584,4630,10.049911,1,0,0.725,94,0.018,0
TX333,W55236,17.011809,0.005396,125,5,1,1013,4314,11.113849,0,0,0.783,196,0.923,0
TX334,W76235,42.796404,0.004648,320,3,16,1659,4378,1.702701,0,0,0.664,22,0.587,0
TX335,W64240,21.734473,0.009086,119,15,2,3686,4401,3.814744,0,0,0.123,109,0.744,0
TX336,W75726,9.642788,0.001762,458,2,3,3426,4758,17.293269,1,0,0.044,182,0.456,0
TX337,W20492,9.55609,0.000196,524,2,16,725,1219,5.883643,0,0,0.714,84,0.707,0
TX338,W16102,38.43844,0.000826,341,8,10,2520,1450,19.334201,0,0,0.798,19,0.334,0
TX339,W60336,13.280114,0.002311,244,14,9,689,1588,17.644945,1,0,0.033,140,0.66,0
TX340,W95314,38.361902,0.00043,390,9,14,2363,3985,18.684088,0,0,0.15,108,0.431,0
TX341,W36641,10.29516,0.005078,149,5,8,909,4750,17.26766,0,1,0.79,56,0.932,1
TX342,W44584,16.084997,0.003209,381,12,2,2605,6848,17.694492,0,0,0.968,147,0.93,0
TX343,W42745,23.274883,0.001887,8,10,11,2990,7838,13.67452,0,0,0.521,123,0.57,0
TX344,W33093,47.159849,0.007526,332,1,2,3962,397,16.959144,0,0,0.153,174,0.773,0
TX345,W76105,46.58664,0.002124,201,19,15,2327,744,13.159222,0,0,0.321,134,0.742,0
TX346,W61885,10.344387,0.006907,393,11,18,1312,5280,5.160153,0,0,0.781,161,0.706,1
TX347,W46631,17.911594,0.003558,265,17,5,840,9646,5.448013,0,0,0.543,183,0.974,0
TX348,W82991,7.47082,0.005167,98,3,7,2415,2018,10.138514,0,1,0.058,115,0.878,0
TX349,W14014,25.499744,0.009345,261,1,19,331,3612,0.357796,0,0,0.308,180,0.745,0
TX350,W21093,23.029667,0.00047,140,17,19,397,2323,22.233528,0,0,0.753,180,0.079,1
TX351,W28070,45.038107,0.005053,529,6,16,1845,2632,6.713973,0,0,0.326,80,0.355,0
TX352,W45777,46.500339,0.008559,502,13,19,2836,362,1.297936,1,0,0.432,62,0.343,0
TX353,W66958,19.178986,0.005921,182,4,17,385,400,10.616396,0,0,0.905,157,0.512,0
TX354,W92074,24.587405,0.002841,116,5,13,1849,3655,20.391792,0,0,0.985,195,0.857,0
TX355,W20729,44.811916,0.004037,268,15,8,1602,8987,9.939845,0,0,0.757,3,0.672,0
TX356,W55017,40.335584,0.006835,418,14,11,3583,563,6.57445,0,0,0.24,164,0.772,0
TX357,W76320,0.183812,0.008919,373,19,18,3979,7803,13.627111,0,0,0.243,38,0.042,0
TX358,W37751,16.003658,0.000507,595,15,11,2606,2065,14.363768,0,0,0.304,35,0.054,0
TX359,W88069,21.08929,0.000808,382,12,9,3102,8412,18.98215,0,0,0.161,142,0.928,0
TX360,W64748,11.486584,0.003318,590,18,14,3269,2632,19.995841,1,0,0.179,74,0.21,0
TX361,W15801,9.979381,0.002405,387,14,2,263,2017,17.658132,0,0,0.256,163,0.795,0
TX362,W29190,1.890188,0.002723,515,10,17,2456,626,0.12342,0,1,0.66,95,0.548,0
TX363,W59689,32.168843,0.002291,381,8,16,3167,9857,0.06194,0,0,0.612,18,0.35,0
TX364,W60993,13.126252,0.002039,549,4,5,944,3342,24.436475,0,0,0.341,15,0.764,1
TX365,W39592,2.618307,0.001393,77,18,1,990,9095,6.612486,1,1,0.197,73,0.965,0
TX366,W20647,11.549735,0.009346,508,8,9,1067,64,7.065936,0,0,0.624,170,0.259,0
TX367,W18716,40.095896,0.001527,356,4,3,1786,1928,18.308705,0,0,0.131,133,0.352,1
TX368,W98891,42.574608,0.002124,329,11,14,847,9142,14.543827,1,0,0.146,108,0.293,0
TX369,W97545,24.153829,0.002538,392,5,18,1060,8631,11.594475,0,0,0.383,121,0.645,0
TX370,W99912,20.804117,0.009337,244,10,12,1482,897,2.919828,0,0,0.567,114,0.724,0
TX371,W80316,48.892707,0.007582,78,6,14,3201,5859,2.046377,0,0,0.728,13,0.478,0
TX372,W12368,10.029032,0.007918,35,4,16,1543,7368,17.593543,0,0,0.687,155,0.215,0
TX373,W87575,10.768749,0.001137,483,18,5,3116,2080,3.123866,1,0,0.378,133,0.321,0
TX374,W16655,14.594067,0.008379,18,17,15,3133,1,10.900898,0,0,0.655,146,0.747,1
TX375,W80031,8.638693,0.004141,320,7,9,1562,4802,18.405791,0,1,0.211,106,0.884,0
TX376,W86429,18.968901,0.002702,72,9,17,1387,4010,23.080742,0,0,0.494,5,0.508,0
TX377,W97922,45.541801,0.0058,542,3,12,2923,6025,21.840916,1,0,0.615,4,0.249,0
TX378,W65766,30.767777,0.00824,295,9,13,1145,2764,21.602201,0,0,0.744,193,0.666,0
TX379,W23403,20.597915,0.007809,28,4,10,2545,2634,8.96886,0,0,0.08,47,0.639,0
TX380,W42097,46.720605,0.008911,419,19,7,2206,3433,23.179998,0,0,0.101,197,0.909,0
TX381,W88657,2.424163,0.009289,40,9,7,1281,1683,17.094721,0,1,0.074,141,0.285,1
TX382,W20966,10.514599,0.002457,105,6,8,1599,563,22.163327,0,0,0.546,77,0.817,0
TX383,W62921,28.294864,0.004296,550,11,15,2319,6993,2.232225,0,0,0.57,93,0.671,0
TX384,W59726,30.778016,0.000245,43,15,18,1983,258,0.998558,0,0,0.011,44,0.84,0
TX385,W60300,1.978836,0.008805,215,6,1,3383,6666,10.746863,0,0,0.657,167,0.103,0
TX386,W32677,20.152535,0.00163,596,10,10,313,9157,20.702098,0,0,0.763,157,0.827,0
TX387,W65609,32.458049,0.008629,176,18,19,1141,4742,10.219233,0,0,0.117,74,0.477,0
TX388,W66661,34.903829,0.003361,446,16,3,3860,4674,22.117332,0,0,0.337,77,0.775,0
TX389,W41024,31.907357,0.003745,63,4,7,1942,4932,5.876987,0,0,0.85,149,0.243,0
TX390,W80313,16.028841,0.000487,414,13,4,2393,7007,0.99321,1,0,0.687,130,0.348,0
TX391,W63006,4.676913,0.003336,538,5,5,1202,3876,19.034544,0,0,0.305,156,0.415,0
TX392,W25338,21.356195,0.008895,369,19,6,2165,4094,15.657948,0,0,0.742,47,0.55,0
TX393,W78027,6.438593,0.000353,371,18,10,1700,2655,11.007863,1,0,0.887,7,0.51,0
TX394,W90135,47.381235,0.004123,348,17,12,3069,3985,21.13299,1,0,0.309,176,0.237,0
TX395,W29508,23.759068,0.000411,300,16,14,1779,3816,20.606151,0,0,0.684,134,0.904,0
TX396,W13051,15.863641,0.003772,345,1,2,3237,1870,8.12011,0,0,0.093,151,0.944,0
TX397,W58747,38.315437,0.001809,527,1,3,174,378,20.950968,0,0,0.059,132,0.237,0
TX398,W97142,24.897932,0.002597,269,14,1,3703,2393,8.635509,0,0,0.586,83,0.391,0
TX399,W97235,15.502391,0.008788,528,2,3,749,6207,15.551351,1,0,0.492,63,0.805,0
TX400,W64021,40.598575,0.004417,42,15,15,2203,849,4.820515,0,0,0.81,132,0.783,0
TX401,W76412,43.35774,0.002811,135,3,16,1683,780,6.612163,0,0,0.78,176,0.974,0
TX402,W68335,33.650735,0.005934,386,13,2,2643,3412,11.202474,0,0,0.287,197,0.947,0
TX403,W66179,2.349174,0.001507,229,19,16,1808,866,7.871755,1,0,0.512,14,0.875,0
TX404,W42093,28.316578,0.002668,147,1,15,1534,3640,3.23727,0,0,0.756,58,0.587,0
TX405,W79678,38.164982,0.005508,435,13,7,2358,7092,12.063248,0,0,0.271,89,0.338,0
TX406,W90738,6.826014,0.002451,393,15,5,3797,1931,12.788822,0,0,0.362,116,0.522,1
TX407,W49734,11.434309,0.006823,58,16,5,3809,539,3.976061,0,0,0.06,108,0.771,0
TX408,W82615,44.124873,0.004966,28,11,9,2282,4030,4.36609,0,0,0.13,20,0.104,1
TX409,W83523,1.007066,0.007743,399,3,14,3423,9298,0.743383,1,0,0.61,84,0.703,0
TX410,W27019,37.636604,0.009488,123,8,19,2210,9958,0.768462,1,0,0.497,8,0.896,1
TX411,W93613,23.689191,0.001246,590,6,18,3663,6062,8.972194,0,0,0.169,174,0.21,1
TX412,W96672,22.339161,0.003413,189,5,9,2739,9948,3.674842,0,0,0.007,107,0.811,1
TX413,W83847,0.35582,0.003264,196,15,3,292,7542,22.9781,0,0,0.169,168,0.891,0
TX414,W92750,40.970092,0.001597,491,9,11,127,8426,4.99336,0,1,0.75,55,0.067,0
TX415,W89634,17.991885,0.008122,388,5,15,2741,6223,1.65838,0,0,0.094,175,0.958,0
TX416,W38251,27.038741,0.007623,350,10,4,2650,5417,10.110205,0,0,0.402,61,0.502,0
TX417,W35945,33.865357,0.004896,477,6,5,1118,7708,4.819724,0,1,0.239,88,0.458,0
TX418,W42217,35.131776,0.005424,7,11,18,3518,7144,1.553616,0,0,0.549,84,0.603,0
TX419,W18308,47.799047,0.000689,54,4,12,1951,8080,18.820659,1,0,0.512,158,0.214,1
TX420,W15949,26.567466,0.0056,508,12,1,1113,7215,13.931891,0,0,0.983,193,0.664,1
TX421,W61990,19.986578,0.007934,215,6,2,2436,897,1.4347,0,0,0.773,105,0.809,0
TX422,W11150,47.685228,0.005781,532,1,9,2828,7583,11.705794,1,0,0.938,103,0.322,0
TX423,W99480,32.10587,0.002727,287,18,18,2297,6489,0.980434,0,0,0.578,143,0.256,0
TX424,W84740,14.90822,0.006709,383,2,5,181,3596,8.864312,0,0,0.738,162,0.915,0
TX425,W76617,6.324086,0.003679,330,5,14,1085,8468,9.088535,0,0,0.895,176,0.468,1
TX426,W26896,42.127883,0.005494,302,16,11,1171,8595,20.576345,0,0,0.041,158,0.629,0
TX427,W56175,18.109718,0.004927,142,12,3,3703,2302,18.384772,0,0,0.915,75,0.855,1
TX428,W17805,33.023826,0.003874,129,12,9,2744,3049,22.424624,0,0,0.212,53,0.717,1
TX429,W15237,23.54135,0.007217,396,11,2,1801,2585,3.521533,0,0,0.705,22,0.322,0
TX430,W30056,9.94729,0.00885,406,19,14,2329,4259,13.348771,0,0,0.773,101,0.02,0
TX431,W55543,30.084729,0.000152,484,7,2,1590,5228,0.51456,1,1,0.109,16,0.469,0
TX432,W66556,3.035093,0.009343,405,2,10,1136,243,20.639795,1,0,0.953,107,0.248,0
TX433,W13343,20.66771,0.005164,574,6,19,1711,2351,9.170841,0,0,0.927,13,0.42,0
TX434,W23500,27.3312,0.007037,366,4,2,2345,9155,1.741973,0,0,0.655,96,0.458,0
TX435,W63222,21.802913,0.008571,70,2,16,691,9332,8.123184,0,0,0.155,175,0.866,0
TX436,W39375,37.43386,0.004724,432,17,6,562,1046,7.179941,0,0,0.566,47,0.767,1
TX437,W19662,41.39642,0.008366,525,8,12,3189,9679,19.15237,0,0,0.344,5,0.196,0
TX438,W26964,38.562382,0.001858,436,5,7,3975,9157,3.174019,0,0,0.931,22,0.316,0
TX439,W69638,1.941609,0.001676,109,10,4,3099,6634,13.898825,0,0,0.407,47,0.584,0
TX440,W83666,9.707244,0.006609,93,16,8,3504,2666,19.85004,1,0,0.694,176,0.565,1
TX441,W95067,26.830839,0.008714,10,2,19,3951,2012,18.491057,0,0,0.637,60,0.546,0
TX442,W77215,46.741167,0.008935,162,19,10,2359,6527,23.398269,0,0,0.271,158,0.952,0
TX443,W79042,41.748004,0.006473,383,7,1,3775,7298,0.025737,0,0,0.535,132,0.693,0
TX444,W23284,42.126883,0.005302,334,2,5,2923,5246,8.8515,0,0,0.41,66,0.097,1
TX445,W82789,15.161106,0.003381,107,13,6,390,8562,9.245893,0,0,0.375,165,0.94,0
TX446,W94664,21.472965,0.009802,227,4,19,3747,1395,0.842377,0,0,0.864,155,0.463,0
TX447,W71389,23.535827,0.003265,406,16,18,3534,9021,20.433492,0,0,0.14,30,0.581,0
TX448,W19435,7.869422,0.007467,549,10,19,2054,6405,17.225378,0,0,0.41,185,0.819,0
TX449,W64340,1.554375,0.005367,513,17,19,2751,2076,13.206779,0,0,0.007,181,0.213,0
TX450,W54078,47.345198,0.006124,188,14,1,3059,2897,10.131423,0,0,0.262,16,0.512,1
TX451,W88832,12.036389,0.003995,91,12,11,530,8375,22.386438,0,0,0.622,21,0.859,0
TX452,W61293,11.998205,0.009652,585,13,3,159,376,6.618986,0,0,0.088,191,0.737,0
TX453,W88781,4.169869,0.00576,384,8,10,3380,3991,8.370192,0,0,0.271,12,0.351,0
TX454,W70403,46.425459,0.009384,542,17,7,1680,8402,23.81626,0,0,0.88,43,0.589,0
TX455,W39124,28.987276,0.000175,417,18,17,952,9078,1.624979,0,0,0.692,174,0.008,0
TX456,W53919,33.352176,0.005769,522,10,16,1219,6260,19.517501,0,1,0.07,5,0.047,0
TX457,W45247,45.578933,0.0072,299,13,7,3551,3707,17.954313,0,0,0.992,9,0.113,0
TX458,W72752,17.281663,0.007476,264,2,13,230,4468,22.548192,1,0,0.945,57,0.694,1
TX459,W66573,31.075744,0.009059,388,17,12,1530,995,2.273178,1,0,0.142,39,0.62,1
TX460,W69101,1.940934,0.000144,308,6,12,1726,2490,24.261395,0,0,0.922,13,0.916,0
TX461,W36646,9.33944,0.000103,320,12,8,3409,2662,0.73066,0,0,0.55,150,0.709,0
TX462,W33049,41.562459,0.004775,81,13,8,692,5491,8.449209,0,0,0.929,70,0.421,0
TX463,W89605,38.338651,0.00039,383,4,13,133,3516,2.129815,0,0,0.968,142,0.867,1
TX464,W78385,17.532784,0.009748,465,15,11,949,4063,1.288893,1,1,0.694,132,0.043,0
TX465,W50158,18.841155,0.002298,60,16,1,1744,5835,24.11838,0,0,0.291,40,0.01,0
TX466,W75417,26.678188,0.004779,85,19,17,1681,9547,17.99451,0,0,0.925,147,0.25,0
TX467,W33289,0.01305,0.000705,180,15,19,2207,5011,12.647189,0,0,0.573,127,0.128,0
TX468,W19823,12.062976,0.005268,387,6,13,1296,7825,2.713645,0,0,0.342,51,0.27,0
TX469,W70160,10.412382,0.003862,153,6,15,2581,5636,13.155325,0,0,0.46,9,0.306,0
TX470,W51975,12.524897,0.000542,285,5,12,2729,5516,8.008105,0,1,0.406,120,0.455,0
TX471,W19540,40.295486,0.003418,349,2,17,2343,7921,6.796966,0,0,0.935,86,0.611,0
TX472,W26364,13.984413,0.003975,413,2,3,3877,1927,15.456408,0,0,0.82,154,0.352,0
TX473,W14611,9.576875,0.0099,34,5,7,2985,5077,19.775221,0,0,0.031,50,0.967,0
TX474,W37663,25.213669,0.002158,426,3,2,821,229,11.087038,1,0,0.01,106,0.542,0
TX475,W61991,43.282386,0.005493,235,6,2,1354,6586,12.337531,0,0,0.069,109,0.876,0
TX476,W67679,12.068244,0.009874,363,11,6,1824,6053,16.289205,0,0,0.61,59,0.802,0
TX477,W40977,3.927734,0.007941,166,5,4,2329,5688,3.124705,1,0,0.814,124,0.048,0
TX478,W59115,17.82088,0.009934,232,18,16,1461,8038,20.716881,0,0,0.515,117,0.471,0
TX479,W98223,37.382844,0.009686,225,14,15,1088,2640,20.925097,0,0,0.535,5,0.806,1
TX480,W70890,27.534977,0.004946,77,10,10,359,7967,13.530755,1,0,0.24,111,0.907,0
TX481,W76387,40.839852,0.006994,403,3,14,1013,1295,4.697127,0,0,0.459,27,0.633,0
TX482,W28071,47.979648,0.001193,99,16,9,1253,4226,12.524082,0,1,0.257,143,0.932,0
TX483,W69275,39.633331,0.004467,479,16,15,3686,1549,2.657423,0,0,0.274,16,0.663,0
TX484,W82369,30.19055,0.008109,99,11,7,3878,5880,19.084605,1,0,0.391,173,0.208,1
TX485,W21938,24.667586,0.005103,128,4,7,3319,517,7.785736,0,0,0.048,110,0.559,0
TX486,W45195,2.004414,0.007057,504,11,8,1116,3489,7.784255,0,1,0.955,9,0.756,1
TX487,W14000,49.216115,0.007483,52,8,19,2895,4608,23.62677,0,0,0.914,158,0.666,1
TX488,W80588,19.174673,0.002609,99,16,18,2696,3010,10.552247,0,0,0.796,58,0.083,0
TX489,W48304,7.612258,0.008769,481,8,17,1,8164,19.741487,1,0,0.569,166,0.237,0
TX490,W79449,33.335776,0.004652,37,9,18,2363,1981,15.932695,0,1,0.813,133,0.688,1
TX491,W92986,14.21513,0.002181,122,14,19,1315,5558,7.911231,0,0,0.974,109,0.528,1
TX492,W99643,29.289328,0.008668,255,8,8,1270,8417,3.103531,1,0,0.284,83,0.031,0
TX493,W30764,29.338809,0.004236,307,16,13,1264,2251,19.94558,1,0,0.364,176,0.738,0
TX494,W96027,22.287045,0.007528,126,2,11,2529,7912,19.064967,0,0,0.729,104,0.079,0
TX495,W48494,41.806095,0.005526,222,19,19,3344,8328,4.237412,1,0,0.643,148,0.185,0
TX496,W13373,13.249088,0.003881,57,19,7,2702,5153,6.235406,0,0,0.825,143,0.904,0
TX497,W22161,22.432181,0.008118,130,19,5,1541,9245,19.15827,0,0,0.347,152,0.315,0
TX498,W37350,26.885069,0.005886,163,18,5,848,9567,24.590936,0,0,0.311,166,0.034,0
TX499,W35351,33.181572,0.003967,180,13,8,789,3038,21.092596,0,0,0.585,35,0.017,0
TX500,W98668,39.198809,0.001185,296,17,10,2362,9544,17.106947,1,0,0.146,106,0.936,0
TX501,W25305,19.740969,0.008965,163,1,5,3641,6589,22.886494,0,0,0.04,161,0.373,0
TX502,W85353,32.302701,0.000451,495,5,15,2187,3930,7.138039,0,0,0.244,71,0.621,0
TX503,W86797,7.531397,0.008646,361,13,16,498,1394,0.251208,0,0,0.158,13,0.414,0
TX504,W75953,46.632472,0.003664,241,6,10,3399,7860,8.030992,0,1,0.007,184,0.213,0
TX505,W67458,19.153557,0.006429,432,10,8,2169,371,24.298639,0,0,0.778,48,0.878,0
TX506,W30358,36.476342,0.00923,129,9,19,3464,4734,22.050439,0,0,0.543,86,0.95,0
TX507,W13267,1.018034,0.001602,319,6,4,2513,1660,1.268403,0,0,0.669,75,0.988,0
TX508,W92745,10.260152,0.005713,283,1,14,3038,9114,12.553941,0,1,0.163,83,0.041,0
TX509,W99588,24.35464,0.007668,109,18,8,2958,3444,1.984457,0,1,0.257,59,0.05,1
TX510,W48513,43.912745,0.0076,46,7,14,1201,7658,19.727895,0,0,0.06,87,0.858,0
TX511,W36092,26.36323,0.005304,401,10,12,2412,1277,9.321663,0,1,0.997,160,0.176,0
TX512,W21338,46.493594,0.006285,464,12,1,1522,6630,22.799508,0,0,0.103,161,0.562,0
TX513,W10412,24.190361,0.0076,495,15,19,161,8794,1.370768,0,0,0.09,31,0.58,1
TX514,W17543,24.522964,0.008426,569,17,18,664,8411,18.352572,0,0,0.614,182,0.662,1
TX515,W43496,5.98822,0.007642,172,3,12,967,9394,9.990151,0,0,0.332,28,0.038,0
TX516,W70692,40.13301,0.003605,178,15,10,550,209,6.712978,0,0,0.888,154,0.309,0
TX517,W99084,12.349024,0.009968,376,1,1,3407,3207,12.941054,1,0,0.832,101,0.514,0
TX518,W54425,44.980725,0.004402,154,11,14,1074,211,12.142313,0,0,0.868,125,0.174,1
TX519,W48756,45.5413,0.000342,253,6,9,747,273,8.726784,1,0,0.735,85,0.944,0
TX520,W28888,47.165562,0.00369,184,16,15,2137,7328,16.224925,1,0,0.132,198,0.829,1
TX521,W45735,26.012004,0.001365,124,12,14,3648,6288,16.536293,0,0,0.064,70,0.139,0
TX522,W57295,33.855012,0.001302,32,15,9,893,9919,1.937683,0,0,0.065,103,0.671,0
TX523,W93042,38.926015,0.002887,121,18,11,2769,3580,14.889423,0,0,0.802,141,0.41,0
TX524,W95999,6.5516,0.000628,266,10,5,1249,7502,17.771271,1,0,0.657,129,0.311,0
TX525,W27955,30.048259,0.006916,42,12,12,2434,8694,1.906453,0,0,0.981,6,0.291,0
TX526,W47841,1.715861,0.000832,201,19,16,1191,6588,16.481675,0,0,0.644,80,0.663,1
TX527,W80640,24.878807,0.002113,529,5,3,1738,3826,20.101391,1,0,0.249,160,0.904,1
TX528,W75510,7.742979,0.00102,441,18,5,654,3945,20.80028,0,0,0.09,21,0.836,0
TX529,W44911,9.146963,0.000725,414,19,19,1932,1110,1.050768,0,0,0.366,13,0.349,0
TX530,W69031,18.253013,0.002751,337,12,5,337,3065,17.438463,1,0,0.2,181,0.708,0
TX531,W98726,21.622426,0.005762,535,1,18,590,3152,19.926445,0,0,0.628,128,0.527,0
TX532,W17357,31.158998,0.00965,469,2,4,435,8144,9.926602,0,0,0.096,199,0.44,0
TX533,W42479,3.722346,0.008768,162,3,15,3594,1350,13.575591,0,1,0.773,40,0.297,0
TX534,W71476,25.185084,0.008772,164,12,5,1272,8201,6.635238,0,1,0.697,135,0.081,0
TX535,W54811,9.132074,0.001843,338,14,8,1068,3500,7.762928,0,0,0.736,28,0.192,0
TX536,W46208,28.699185,0.002723,380,7,16,487,4288,12.545473,0,0,0.965,80,0.566,1
TX537,W30150,31.870593,0.000856,83,4,1,1832,9306,3.786947,0,0,0.651,90,0.729,1
TX538,W81180,27.835906,0.007807,201,12,5,1501,4588,9.269215,0,0,0.789,44,0.037,0
TX539,W53286,36.915037,0.000791,124,8,18,2157,7875,7.542877,0,0,0.085,135,0.379,0
TX540,W78450,16.781127,0.005611,230,1,16,2748,5385,5.963858,1,0,0.943,116,0.166,0
TX541,W31352,38.255564,0.002554,599,5,10,1094,6924,12.102379,0,0,0.219,133,0.602,0
TX542,W65069,21.638921,0.00251,414,1,4,1768,7112,20.968544,0,0,0.493,178,0.865,0
TX543,W24397,24.209741,0.009908,542,15,18,543,7411,6.06413,0,0,0.957,22,0.93,0
TX544,W51555,32.405458,0.007592,343,13,17,805,7162,16.496656,0,0,0.179,59,0.885,0
